 	да	да	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#8.973#9.172
2	во	в	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#9.172#9.371
3	фрути	фруть	X	_	_	_	_	_	@kt1997m-words#@kt1997m#9.371#9.57
4	лупсе	лупс	X	_		_	_	_	@kt1997m-words#@kt1997m#9.57#9.769
5	ну	ну	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#9.769#9.968
6	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#9.968#10.167
7	я…	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#10.167#10.367
8	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#10.456#10.801
9	по	по	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#10.801#11.146
10	сути	суть	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#11.146#11.491
11	короче	короче	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#11.491#11.836
12	типа	типа	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#11.836#12.181
13	диджей	диджей	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@kt1997m-words#@kt1997m#12.181#12.526
14	больше	больше	ADV	_	Degree=Cmp	_	_	_	@kt1997m-words#@kt1997m#12.526#12.871
15	чем…	чем	PRON	_	Case=Ins	_	_	_	@kt1997m-words#@kt1997m#12.871#13.216
16	#вздыхает#	#вздыхает#	X	_	_	_	_	_	@kt1997m-words#@kt1997m#13.216#13.561
17	да	да	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#13.561#13.906
18	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#13.906#14.251
19	диджей	диджей	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#14.251#14.596
20	ведь	ведь	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#14.596#14.941
21	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#14.941#15.286
22	сначала	сначала	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#15.286#15.631
23	сажусь	садиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@kt1997m-words#@kt1997m#15.631#15.976
24	за	за	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#15.976#16.321
25	гитару	гитара	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#16.321#16.666
26	и	и	CCONJ	_	_	_	_	_	@kt1997m-words#@kt1997m#16.666#17.011
27	придумываю…	придумывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#17.011#17.356
28	типа	типа	PART	_		_	_	_	@kt1997m-words#@kt1997m#17.356#17.701
29	гармонию	гармония	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#17.701#18.046
30	и	и	CCONJ	_	_	_	_	_	@kt1997m-words#@kt1997m#18.046#18.391
31	текст	текст	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#18.391#18.739
32	вот	вот	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#19.674#20.054
33	иногда	иногда	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#20.054#20.434
34	просто	просто	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#20.434#20.814
35	гармонию	гармония	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#20.814#21.194
36	вокальную	вокальный	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#21.194#21.574
37	партию…	партия	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#21.574#21.954
38	хм…	хм	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#21.954#22.334
39	ну…	ну	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#22.334#22.714
40	на	на	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#22.714#23.094
41	йогуртном	йогуртный	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#23.094#23.474
42	английском	английский	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#23.474#23.854
43	как	как	SCONJ	_	_	_	_	_	@kt1997m-words#@kt1997m#23.854#24.234
44	Иван	Иван	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#24.234#24.614
45	Дорн	Дорн	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#24.614#24.997
46	да	да	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#26.497#26.859
47	вот	вот	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#26.859#27.221
48	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#27.221#27.583
49	у	у	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#27.583#27.945
50	у	у	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#27.945#28.307
51	Ивана	Иван	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#28.307#28.669
52	Дорна	Дорн	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#28.669#29.031
53	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#29.031#29.393
54	услышал	услышать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#29.393#29.755
55	йогуртный	йогуртный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#29.755#30.117
56	английский	английский	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#30.117#30.479
57	да	да	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#30.479#30.841
58	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#30.841#31.203
59	так	так	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#31.203#31.565
60	всегда	всегда	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#31.565#31.927
61	делал	делать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#31.927#32.289
62	ну	ну	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#32.289#32.651
63	типа	типа	INTJ	_		_	_	_	@kt1997m-words#@kt1997m#32.651#33.013
64	понял	понять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#33.013#33.375
65	#вздыхает#	#вздыхает#	X	_	_	_	_	_	@kt1997m-words#@kt1997m#33.375#33.737
66	[нрзб]	[нрзб]	X	_	_	_	_	_	@kt1997m-words#@kt1997m#33.737#34.099
67	#поёт#	#поёт#	X	_	__	_	_	@kt1997m-words#@kt1997m#34.099#34.461	
68	понял	понять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#34.461#34.834
69	вот	вот	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#35.559#35.886
70	и	и	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#35.886#36.213
71	че	что	PRON	_	Case=Nom	_	_	_	@kt1997m-words#@kt1997m#36.213#36.54
72	потом	потом	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#36.54#36.867
73	под	под	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#36.867#37.194
74	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#37.194#37.521
75	все	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#37.521#37.848
76	текст	текст	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#37.848#38.175
77	придумываю	придумывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#38.175#38.502
78	обычно	обычно	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#38.502#38.829
79	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#38.829#39.156
80	в	в	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#39.156#39.483
81	гараж-бэнде	гараж-бэнд	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#39.483#39.81
82	типа	типа	INTJ	_		_	_	_	@kt1997m-words#@kt1997m#39.81#40.137
83	делаю	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#40.137#40.464
84	себе	себя	PRON	_	Case=Dat	_	_	_	@kt1997m-words#@kt1997m#40.464#40.791
85	заметки	заметка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@kt1997m-words#@kt1997m#40.791#41.118
86	какие-то	какой-то	DET	_	Case=Acc|Number=Plur	_	_	_	@kt1997m-words#@kt1997m#41.118#41.445
87	там	там	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#41.445#41.772
88	#вздыхает#	#вздыхает#	X	_	_	_	_	_	@kt1997m-words#@kt1997m#41.772#42.099
89	гитарки	гитарка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@kt1997m-words#@kt1997m#42.099#42.426
90	там	там	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#42.426#42.753
91	прописываю	прописывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#42.753#43.08
92	барабаны	барабан	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@kt1997m-words#@kt1997m#43.08#43.407
93	а	а	CCONJ	_	_	_	_	_	@kt1997m-words#@kt1997m#43.407#43.734
94	потом	потом	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#43.734#44.061
95	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#44.061#44.388
96	подбираю	подбирать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#44.388#44.715
97	уже	уже	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#44.715#45.042
98	на	на	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#45.042#45.369
99	фрути	фрути	X	_	_	_	_	_	@kt1997m-words#@kt1997m#45.369#45.696
100	лупсе	лупс	X	_		_	_	_	@kt1997m-words#@kt1997m#45.696#46.023
101	нормальные	нормальный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@kt1997m-words#@kt1997m#46.023#46.35
102	звуки	звук	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@kt1997m-words#@kt1997m#46.35#46.68
103	да	да	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#65.544#65.897
104	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@kt1997m-words#@kt1997m#65.897#66.25
105	просто	просто	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#66.25#66.603
106	долбоёбы	долбоёб	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@kt1997m-words#@kt1997m#66.603#66.956
107	мм	мм	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#66.956#67.309
108	все	весь	DET	_	Case=Acc|Gender=Neut|Number=Plur	_	_	_	@kt1997m-words#@kt1997m#67.309#67.662
109	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#67.662#68.015
110	даже	даже	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#68.015#68.368
111	не	не	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#68.368#68.721
112	обращаю	обращать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#68.721#69.074
113	особо	особо	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#69.074#69.427
114	внимания	внимание	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#69.427#69.78
115	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#69.78#70.133
116	смотрю	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#70.133#70.486
117	ну	ну	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#70.486#70.839
118	у	у	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#70.839#71.192
119	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#71.192#71.545
120	конечно	конечно	ADV	_		_	_	_	@kt1997m-words#@kt1997m#71.545#71.898
121	иногда	иногда	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#71.898#72.251
122	бомбит	бомбить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#72.251#72.604
123	#вздыхает#	#вздыхает#	X	_	_	_	_	_	@kt1997m-words#@kt1997m#72.604#72.957
124	не	не	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#72.957#73.31
125	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#73.31#73.682
126	это	это	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#74.526#74.914
127	это	это	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#74.914#75.302
128	искусство	искусство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#75.302#75.691
129	да	да	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#79.0#79.366
130	потому	потому	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#79.366#79.732
131	что	что	SCONJ	_	_	_	_	_	@kt1997m-words#@kt1997m#79.732#80.098
132	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#80.098#80.464
133	пишу	писать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#80.464#80.83
134	а	а	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#80.83#81.196
135	ммм	мм	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#81.196#81.562
136	пишу	писать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#81.562#81.928
137	о	о	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#81.928#82.294
138	современной	современный	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#82.294#82.66
139	молодёжи	молодёжь	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#82.66#83.031
140	мм	мм	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#83.888#84.214
141	так	так	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#84.214#84.54
142	так	так	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#84.54#84.866
143	как	как	SCONJ	_	_	_	_	_	@kt1997m-words#@kt1997m#84.866#85.192
144	оно	он	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	@kt1997m-words#@kt1997m#85.192#85.518
145	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#85.518#85.844
146	на	на	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#85.844#86.17
147	самом	самый	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#86.17#86.496
148	деле	дело	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#86.496#86.822
149	есть	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#86.822#87.148
150	#вздыхает#	#вздыхает#	X	_	_	_	_	_	@kt1997m-words#@kt1997m#87.148#87.474
151	вот	вот	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#87.474#87.8
152	и	и	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#87.8#88.126
153	и	и	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#88.126#88.452
154	когда	когда	SCONJ	_	_	_	_	_	@kt1997m-words#@kt1997m#88.452#88.778
155	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#88.778#89.104
156	пишу	писать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#89.104#89.43
157	песню	песня	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#89.43#89.756
158	у	у	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#89.756#90.082
159	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#90.082#90.408
160	в	в	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#90.408#90.734
161	голове	голова	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#90.734#91.06
162	#вздыхает#	#вздыхает#	X	_	_	_	_	_	@kt1997m-words#@kt1997m#91.06#91.386
163	а	а	CCONJ	_	_	_	_	_	@kt1997m-words#@kt1997m#91.386#91.712
164	#вздыхает#	#вздыхает#	X	_	_	_	_	_	@kt1997m-words#@kt1997m#91.712#92.038
165	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#92.038#92.364
166	не	не	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#92.364#92.69
167	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#92.69#93.016
168	че	что	PRON	_		_	_	_	@kt1997m-words#@kt1997m#93.016#93.342
169	в	в	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#93.342#93.668
170	голове	голова	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#93.668#93.994
171	у	у	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#93.994#94.32
172	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@kt1997m-words#@kt1997m#94.32#94.646
173	которые	который	DET	_	Case=Nom	_	_	_	@kt1997m-words#@kt1997m#94.646#94.972
174	слушают	слушать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#94.972#95.298
175	ме…	X	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#95.298#95.624
176	музыку	музыка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#95.624#95.95
177	мою	мой	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#95.95#96.276
178	ну	ну	INTJ	_	_	_	_	_	@kt1997m-words#@kt1997m#96.276#96.602
179	у	у	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#96.602#96.928
180	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#96.928#97.254
181	в	в	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#97.254#97.58
182	голове	голова	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#97.58#97.906
183	объемная	объемный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#97.906#98.232
184	красивая	красивый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#98.232#98.558
185	разноцветная	разноцветный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#98.558#98.884
186	картинка	картинка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#98.884#99.21
187	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#99.21#99.536
188	как	как	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#99.536#99.862
189	будто	будто	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#99.862#100.188
190	бы	бы	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#100.188#100.514
191	рисую	рисовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#100.514#100.84
192	понял	понять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#100.84#101.166
193	к…	к…	X	_	_	_	_	_	@kt1997m-words#@kt1997m#101.166#101.492
194	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#101.492#101.818
195	как	как	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#101.818#102.144
196	будто	будто	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#102.144#102.47
197	бы	бы	PART	_	_	_	_	_	@kt1997m-words#@kt1997m#102.47#102.796
198	пишу	писать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#102.796#103.122
199	сказку	сказка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#103.122#103.448
200	и	и	CCONJ	_	_	_	_	_	@kt1997m-words#@kt1997m#103.448#103.774
201	у	у	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#103.774#104.1
202	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#104.1#104.426
203	всё	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#104.426#104.752
204	в	в	ADP	_	_	_	_	_	@kt1997m-words#@kt1997m#104.752#105.078
205	цветах	цвет	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@kt1997m-words#@kt1997m#105.078#105.404
206	понял	понять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#105.404#105.73
207	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kt1997m-words#@kt1997m#105.73#106.056
208	добавляю	добавлять	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kt1997m-words#@kt1997m#106.056#106.382
209	туда	туда	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#106.382#106.708
210	немного	немного	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#106.708#107.034
211	красного	красный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#107.034#107.36
212	туда	туда	ADV	_	Degree=Pos	_	_	_	@kt1997m-words#@kt1997m#107.36#107.686
213	зелёного	зелёный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@kt1997m-words#@kt1997m#107.686#108.012
